,pol_number,gender,credit_score,area,traffic_index,veh_age,veh_body,veh_value,numclaims,claimcst0,age_at_eff_dt
48291,64736808,F,753.0,C,115.5,4,HBACK,0.341,0,0.0,54
48292,64874016,F,313.0,C,141.0,3,HBACK,1.496,0,0.0,26
48293,91798464,F,730.0,E,31.5,4,UTE,0.913,0,0.0,66
48294,96542928,M,758.0,C,132.0,4,STNWG,2.079,0,0.0,50
48295,92152499,F,725.0,C,135.0,3,PANVN,2.134,0,0.0,53
48296,79853721,F,605.0,C,147.0,2,HBACK,2.178,0,0.0,30
48297,89755056,F,767.0,A,79.5,1,SEDAN,1.771,0,0.0,79
48298,43540564,M,625.0,C,118.5,4,SEDAN,0.825,0,0.0,55
48299,82577690,F,604.0,A,95.5,4,HBACK,0.781,0,0.0,52
48300,99966709,M,709.0,A,46.6,3,HBACK,0.803,0,0.0,56
48301,91692770,F,490.0,A,84.1,3,STNWG,1.859,2,4130.39021,32
48302,45127201,F,752.0,C,121.5,3,SEDAN,1.1,0,0.0,60
48304,62476819,M,758.0,D,119.9,4,UTE,0.847,1,109.7953215,69
48305,71031923,F,671.0,A,74.4,1,SEDAN,2.673,0,0.0,33
48306,24984991,F,503.0,A,76.6,3,UTE,1.804,0,0.0,70
48307,96652199,F,681.0,C,124.5,1,STNWG,3.168,0,0.0,42
48308,17713951,F,693.0,B,79.3,4,SEDAN,0.385,0,0.0,52
48309,64552247,M,336.0,A,93.0,1,COUPE,5.764,0,0.0,39
48310,36897075,M,737.0,C,100.5,4,STNWG,2.134,0,0.0,63
48311,46147681,F,818.0,A,89.2,4,SEDAN,0.429,0,0.0,71
48312,21056298,M,792.0,A,64.0,3,SEDAN,1.584,0,0.0,79
48313,27695089,F,685.0,B,94.1,2,HBACK,1.694,0,0.0,34
48314,77887600,M,773.0,C,141.0,4,TRUCK,0.649,0,0.0,78
48315,27754351,M,847.0,A,58.2,3,SEDAN,1.254,0,0.0,35
48316,50081667,F,337.0,B,147.4,4,SEDAN,0.836,1,4576.77453,75
48317,30213337,F,849.0,C,138.0,4,STNWG,1.122,0,0.0,44
48318,35913090,M,830.0,B,120.3,1,HBACK,2.112,0,0.0,80
48319,35026070,F,814.0,E,36.0,2,STNWG,3.586,0,0.0,68
48320,24093234,F,657.0,B,137.8,2,SEDAN,2.156,0,0.0,35
48321,70209214,M,674.0,B,111.8,2,HBACK,1.738,1,377.3447716,25
48322,14325780,F,650.0,B,94.5,4,HBACK,1.254,0,0.0,37
48323,62873996,M,521.0,A,98.5,3,SEDAN,1.221,0,0.0,33
48325,57697082,F,843.0,D,73.5,1,HBACK,1.5708,0,0.0,66
48327,19792970,M,690.0,C,148.5,2,STNWG,3.872,0,0.0,54
48328,30089250,M,606.0,F,98.0,1,STNWG,4.994,0,0.0,44
48329,53513321,F,590.0,F,130.0,4,STNWG,1.551,0,0.0,45
48330,46609159,M,661.0,F,66.0,1,SEDAN,2.695,0,0.0,45
48331,10214285,F,804.0,C,148.5,2,HBACK,1.309,0,0.0,70
48332,95353134,M,326.0,E,42.0,3,STNWG,3.333,4,23259.98213,39
48333,78376668,F,677.0,A,82.0,2,SEDAN,2.123,0,0.0,48
48334,98107307,F,375.0,A,89.3,3,STNWG,6.27,0,0.0,53
48335,54160161,M,792.0,E,24.0,4,STNWG,1.243,0,0.0,42
48336,70181148,F,380.0,C,82.5,1,STNWG,3.201,0,0.0,34
48337,91316095,M,510.0,C,147.0,3,HBACK,1.122,0,0.0,43
48338,46472456,M,584.0,A,88.1,1,STNWG,8.822,0,0.0,60
48339,58228270,M,760.0,D,61.6,4,SEDAN,1.661,0,0.0,44
48340,25948028,F,433.0,B,117.3,1,HBACK,1.94073,0,0.0,21
48341,58702490,M,687.0,D,99.4,1,STNWG,3.234,0,0.0,69
48342,29633722,F,676.0,A,80.4,1,SEDAN,2.552,0,0.0,49
48343,61715362,F,437.0,D,64.8,2,STNWG,2.244,0,0.0,84
48344,89463351,F,680.0,B,111.9,2,STNWG,2.266,0,0.0,40
48345,50434612,F,637.0,A,80.7,4,HBACK,0.385,0,0.0,60
48346,21044216,F,714.0,A,77.0,4,HBACK,1.089,0,0.0,58
48347,35250047,M,481.0,B,122.6,1,HBACK,1.474,2,7548.057882,45
48348,43239733,F,778.0,A,76.9,3,COUPE,1.397,0,0.0,52
48349,26064769,M,448.0,C,148.5,4,MIBUS,1.661,1,3596.489312,52
48350,83756158,F,747.0,C,123.0,2,HBACK,1.386,0,0.0,60
48351,57474436,F,721.0,E,54.0,3,SEDAN,1.507,0,0.0,54
48352,86623816,M,680.0,D,79.6,2,SEDAN,3.245,0,0.0,37
48353,44566622,M,610.0,E,69.0,4,UTE,0.858,0,0.0,43
48354,66058737,M,683.0,B,108.3,2,SEDAN,1.848,0,0.0,32
48355,45827995,M,801.0,A,68.6,3,SEDAN,1.276,0,0.0,75
48356,51877140,M,672.0,D,111.9,2,STNWG,3.905,1,162.5212416,48
48357,76645567,M,809.0,D,35.7,2,UTE,2.706,0,0.0,75
48358,32188705,F,713.0,A,52.4,1,SEDAN,1.749,0,0.0,41
48359,23935930,M,704.0,E,70.5,3,STNWG,3.223,0,0.0,40
48361,86997470,F,767.0,D,122.1,3,STNWG,3.289,0,0.0,50
48362,23767945,F,330.0,A,50.2,2,SEDAN,1.98,0,0.0,44
48363,36608374,M,393.0,A,89.7,1,SEDAN,12.65,0,0.0,54
48364,46109897,M,647.0,C,121.5,4,STNWG,0.979,0,0.0,54
48365,89695157,M,660.0,E,55.5,3,STNWG,2.574,0,0.0,37
48366,33408280,M,796.0,D,79.1,4,STNWG,2.002,0,0.0,43
48367,68609142,M,405.0,B,133.8,4,SEDAN,0.605,1,1965.842454,53
48368,41990637,M,811.0,B,89.1,1,SEDAN,2.035,0,0.0,71
48369,78820118,F,712.0,B,90.6,2,SEDAN,1.815,0,0.0,48
48370,92126981,M,670.0,D,114.4,1,SEDAN,1.87,1,684.7604429,52
48371,73189000,F,630.0,C,135.0,4,TRUCK,0.682,0,0.0,43
48372,51717949,M,839.0,A,54.9,3,HBACK,0.836,0,0.0,40
48373,28401311,F,317.0,B,134.5,2,HBACK,1.43,3,8117.516812,29
48374,90983403,F,683.0,A,83.8,2,HBACK,1.628,0,0.0,45
48375,79480877,F,311.0,C,147.0,3,SEDAN,1.804,0,0.0,59
48376,83459909,F,792.0,C,123.0,3,SEDAN,1.276,0,0.0,33
48377,14527257,F,406.0,C,111.0,1,HBACK,1.595,1,4060.541881,36
48378,65538000,M,718.0,D,80.6,2,STNWG,4.411,0,0.0,72
48379,46704302,F,601.0,B,109.2,3,SEDAN,1.43,0,0.0,56
48381,33510999,F,713.0,F,180.0,2,STNWG,4.103,0,0.0,31
48382,20613770,F,844.0,C,135.0,4,HBACK,0.858,0,0.0,58
48383,24471035,F,841.0,D,89.6,3,HBACK,0.957,0,0.0,32
48384,57300066,F,719.0,B,123.3,3,SEDAN,1.408,0,0.0,46
48385,95288976,F,647.0,E,49.5,3,UTE,2.233,0,0.0,53
48386,50830343,F,490.0,B,116.4,3,HBACK,0.935,1,1203.371345,46
48387,73445899,F,664.0,C,73.5,2,SEDAN,1.639,1,381.3330907,35
48388,70154043,M,625.0,C,121.5,1,STNWG,4.125,1,584.8990196,44
48390,84799994,M,442.0,E,58.5,3,STNWG,2.816,0,0.0,62
48391,27722486,M,848.0,B,124.8,4,STNWG,1.738,0,0.0,55
48392,11693362,F,574.0,A,90.0,3,STNWG,3.047,0,0.0,37
48393,41512924,M,811.0,B,128.5,4,HBACK,0.594,1,217.1238008,62
48394,99622925,M,816.0,A,96.1,2,SEDAN,1.925,0,0.0,65
48395,25872451,M,748.0,A,79.5,2,PANVN,3.806,0,0.0,54
48397,28082007,F,606.0,A,96.2,2,STNWG,2.519,0,0.0,22
48398,47130748,M,402.0,E,69.0,3,UTE,2.156,0,0.0,31
48399,58638645,F,848.0,A,104.7,4,STNWG,1.375,0,0.0,50
48401,94628405,F,619.0,A,60.7,3,SEDAN,1.452,0,0.0,35
48402,49058792,F,603.0,E,28.5,2,STNWG,6.061,0,0.0,34
48403,48877401,F,393.0,A,79.6,4,HBACK,0.429,0,0.0,60
48404,48908997,M,565.0,E,25.5,1,STNWG,6.215,0,0.0,59
48405,68436755,M,539.0,E,48.0,4,STNWG,2.156,0,0.0,22
48406,89483435,F,719.0,A,96.3,4,SEDAN,0.506,0,0.0,62
48407,13752468,F,761.0,C,150.0,3,SEDAN,1.485,0,0.0,69
48409,70648767,F,762.0,A,60.8,3,HBACK,1.705,0,0.0,31
48410,76826021,M,844.0,E,48.0,3,STNWG,3.399,0,0.0,62
48411,79031458,F,833.0,D,100.2,4,SEDAN,0.44,0,0.0,80
48412,91634983,F,775.0,C,118.5,4,HBACK,0.891,0,0.0,55
48413,95745237,M,818.0,C,123.0,2,SEDAN,1.914,0,0.0,45
48414,67048483,M,777.0,B,119.0,1,HBACK,2.53,0,0.0,65
48415,11796187,M,738.0,F,166.0,4,STNWG,1.727,0,0.0,58
48416,65976174,M,408.0,A,79.3,4,SEDAN,0.847,1,1121.111418,33
48417,58730498,M,428.0,F,122.0,4,STNWG,1.056,2,1587.079266,48
48419,78598556,F,679.0,E,31.5,4,STNWG,1.991,0,0.0,40
48420,59820842,M,700.0,A,72.8,3,SEDAN,1.595,0,0.0,54
48421,39263986,F,703.0,C,141.0,4,UTE,0.781,0,0.0,55
48422,61873080,M,628.0,E,36.0,4,STNWG,1.518,0,0.0,54
48424,22893176,M,839.0,C,147.0,4,SEDAN,0.913,0,0.0,50
48425,57341574,M,712.0,C,118.5,4,COUPE,1.573,0,0.0,35
48426,54915389,F,788.0,C,148.5,3,HBACK,1.199,0,0.0,68
48427,64554842,M,695.0,B,106.2,4,STNWG,0.902,0,0.0,55
48428,50205974,M,614.0,A,82.8,4,TRUCK,0.44,1,887.8367788,21
48429,89314410,F,815.0,C,147.0,2,SEDAN,1.925,0,0.0,50
48430,91184659,M,664.0,D,72.6,2,SEDAN,1.463,0,0.0,49
48431,17295993,F,838.0,A,100.3,4,SEDAN,0.385,0,0.0,35
48432,28180249,M,713.0,D,102.1,4,TRUCK,0.869,0,0.0,41
48433,61521669,M,799.0,A,91.9,4,SEDAN,0.847,0,0.0,58
48434,92704900,M,389.0,C,132.0,4,STNWG,1.815,2,846.4657292,36
48435,62898138,F,522.0,A,72.2,3,HBACK,1.342,0,0.0,43
48436,79625923,F,745.0,A,104.9,4,SEDAN,0.396,0,0.0,50
48437,66179197,F,816.0,D,85.4,3,SEDAN,1.287,0,0.0,63
48438,66075477,F,727.0,E,91.5,3,SEDAN,1.463,0,0.0,51
48439,13005269,F,679.0,B,179.1,1,HBACK,2.002,0,0.0,34
48440,91391700,F,443.0,D,106.7,2,HBACK,1.243,0,0.0,39
48441,23834135,F,353.0,A,90.6,3,SEDAN,1.386,0,0.0,47
48442,75428737,M,660.0,B,162.1,2,SEDAN,1.925,2,704.3481628,46
48443,84044404,M,769.0,C,121.5,4,SEDAN,0.913,0,0.0,66
48444,55372763,F,798.0,B,96.8,1,HBACK,1.5389,0,0.0,66
48445,83025092,F,791.0,A,70.5,4,HBACK,1.133,0,0.0,54
48446,53581296,F,649.0,C,114.0,3,HBACK,0.99,0,0.0,22
48447,17734327,M,652.0,A,78.5,3,HBACK,1.43,0,0.0,55
48449,77114497,M,519.0,B,99.6,4,SEDAN,0.814,0,0.0,40
48450,81640665,F,688.0,A,79.0,1,STNWG,4.884,0,0.0,57
48451,99491405,F,523.0,C,147.0,2,HBACK,1.749,0,0.0,54
48452,72812884,F,526.0,C,100.5,4,SEDAN,0.781,1,310.7941835,57
48453,11013585,M,663.0,D,40.2,2,UTE,3.19,0,0.0,27
48454,73569124,M,560.0,A,55.0,4,SEDAN,0.781,0,0.0,34
48455,37883466,M,847.0,C,132.0,4,SEDAN,1.045,1,160.1701919,53
48456,15871273,F,453.0,A,105.0,3,HBACK,1.21,0,0.0,56
48457,66294443,M,834.0,A,90.4,3,SEDAN,1.21,0,0.0,58
48458,91145914,F,811.0,A,89.0,2,STNWG,3.487,0,0.0,55
48460,86344326,F,348.0,A,96.0,1,HBACK,1.54,0,0.0,25
48461,28659095,F,750.0,B,121.3,3,HBACK,0.836,0,0.0,68
48462,25516414,F,763.0,C,115.5,3,SEDAN,1.254,0,0.0,65
48463,11701740,M,850.0,C,139.5,4,SEDAN,1.155,0,0.0,85
48465,39440161,F,727.0,C,123.0,4,SEDAN,0.55,0,0.0,57
48466,63996439,F,770.0,D,65.2,4,SEDAN,1.232,0,0.0,28
48467,53597966,M,681.0,A,56.5,3,HDTOP,1.771,0,0.0,29
48468,43280325,F,496.0,C,109.5,3,SEDAN,1.188,0,0.0,49
48469,10510085,M,842.0,A,57.1,3,STNWG,4.4,0,0.0,45
48471,70129475,M,385.0,D,82.8,3,SEDAN,1.463,1,5250.491452,80
48472,22872115,M,672.0,B,143.3,4,SEDAN,0.836,0,0.0,58
48473,50263532,M,595.0,D,120.1,4,TRUCK,1.595,0,0.0,45
48474,81589812,F,800.0,C,150.0,3,SEDAN,1.089,0,0.0,34
48475,49961358,M,607.0,A,76.1,3,UTE,2.904,0,0.0,51
48477,37453737,M,693.0,D,135.2,4,TRUCK,1.694,0,0.0,50
48478,57556358,M,839.0,B,124.1,3,STNWG,1.243,0,0.0,81
48479,46789773,M,408.0,C,147.0,3,TRUCK,3.344,1,6871.158215,43
48480,42355769,M,665.0,C,148.5,3,SEDAN,2.266,0,0.0,32
48482,76016117,M,689.0,A,62.6,1,SEDAN,2.882,0,0.0,56
48483,21503216,F,622.0,C,91.5,3,HBACK,0.99,0,0.0,39
48484,23074316,F,308.0,D,97.4,3,STNWG,4.4,0,0.0,46
48485,98567791,M,742.0,A,74.8,4,SEDAN,0.407,0,0.0,67
48486,75243195,M,683.0,B,114.0,3,SEDAN,0.979,0,0.0,34
48488,12262195,F,621.0,C,127.5,4,SEDAN,1.32,0,0.0,54
48489,91639128,F,618.0,B,112.5,4,SEDAN,1.144,2,631.9715614,49
48490,77634356,M,734.0,C,103.5,4,STNWG,1.375,0,0.0,46
48491,93585234,F,808.0,C,88.5,2,SEDAN,2.519,0,0.0,50
48492,75212195,F,787.0,C,147.0,3,SEDAN,1.617,0,0.0,22
48493,94129450,F,634.0,F,162.0,3,STNWG,3.3,1,140.9688912,48
48494,91451685,M,720.0,B,119.8,4,SEDAN,0.979,0,0.0,60
48495,66151751,F,505.0,C,109.5,3,HBACK,1.21,0,0.0,39
48497,21782555,M,712.0,D,95.2,3,TRUCK,2.387,0,0.0,38
48498,59267449,M,631.0,F,154.0,3,SEDAN,1.727,1,585.9312765,30
48500,42127293,F,780.0,C,132.0,1,SEDAN,2.233,0,0.0,68
48501,23615813,F,783.0,A,37.6,1,HBACK,1.793,0,0.0,40
48502,40085580,F,718.0,C,145.5,1,SEDAN,1.9789,0,0.0,66
48503,75902625,F,835.0,C,133.5,3,HBACK,0.99,0,0.0,60
48504,73656321,F,584.0,D,98.1,4,SEDAN,0.737,0,0.0,68
48505,71316365,M,694.0,B,139.8,3,UTE,2.486,0,0.0,37
48506,61476717,F,311.0,B,116.4,2,HBACK,1.155,1,4306.932117,33
48507,67790881,M,533.0,D,72.6,3,STNWG,2.992,0,0.0,41
48508,90839631,M,661.0,C,144.0,1,STNWG,4.994,0,0.0,48
48509,64851029,F,675.0,A,78.0,3,SEDAN,1.177,0,0.0,24
48510,58444649,F,841.0,B,116.9,2,HBACK,2.2,0,0.0,55
48512,68396642,F,809.0,C,102.0,3,COUPE,2.123,0,0.0,61
48513,67029514,M,603.0,D,141.1,2,SEDAN,1.496,0,0.0,51
48515,39868419,F,779.0,B,127.2,4,SEDAN,0.792,0,0.0,61
48516,55516529,F,833.0,C,145.5,3,SEDAN,1.353,0,0.0,74
48517,74400200,M,818.0,C,147.0,1,HBACK,1.353,0,0.0,81
48519,88048430,M,636.0,C,133.5,2,SEDAN,2.882,0,0.0,43
48520,81627421,F,724.0,C,139.5,3,HBACK,0.836,0,0.0,59
48521,33230740,F,727.0,A,66.9,1,SEDAN,2.343,0,0.0,65
48522,65725247,M,738.0,A,52.9,4,SEDAN,0.583,0,0.0,55
48523,26821608,F,850.0,B,112.6,2,HBACK,1.386,0,0.0,64
48524,27469380,F,841.0,A,80.8,4,HBACK,1.023,0,0.0,53
48525,19639967,F,626.0,B,148.7,3,SEDAN,1.87,0,0.0,31
48526,75777495,M,615.0,E,51.0,2,STNWG,4.136,0,0.0,43
48527,18235720,M,715.0,B,105.7,2,HBACK,1.749,0,0.0,52
48528,95254979,M,758.0,C,112.5,4,SEDAN,0.484,0,0.0,67
48529,36237928,M,716.0,B,156.5,4,HBACK,0.319,0,0.0,52
48530,88580083,F,817.0,C,144.0,1,HBACK,1.43,0,0.0,71
48531,67593176,F,693.0,C,120.0,2,HBACK,1.727,0,0.0,54
48532,46569944,F,776.0,C,90.0,4,HBACK,0.715,0,0.0,77
48533,98368226,M,489.0,A,74.3,2,HBACK,1.43,0,0.0,31
48534,43488949,M,650.0,A,60.2,2,SEDAN,1.683,0,0.0,37
48535,45814938,M,617.0,C,142.5,3,SEDAN,1.716,1,1435.932062,68
48536,43492528,F,813.0,A,74.6,4,STNWG,0.902,0,0.0,55
48537,18680228,M,658.0,C,150.0,3,STNWG,4.367,0,0.0,34
48538,34730685,F,339.0,E,12.0,2,SEDAN,1.936,0,0.0,38
48539,27247601,M,501.0,B,97.2,3,HBACK,1.012,0,0.0,53
48540,43420839,F,461.0,E,1.5,1,STNWG,6.1963,0,0.0,53
48541,69782042,F,641.0,C,123.0,3,SEDAN,1.276,1,568.1126668,51
48542,34406314,M,767.0,A,83.4,4,SEDAN,0.759,0,0.0,68
48543,41450618,M,423.0,D,100.4,3,TRUCK,3.344,0,0.0,51
48544,79798485,M,644.0,A,104.3,4,STNWG,1.562,0,0.0,60
48546,28663268,F,492.0,B,143.0,2,HBACK,1.815,0,0.0,30
48547,89328001,F,642.0,C,124.5,4,HBACK,0.902,0,0.0,49
48548,97905170,M,706.0,C,105.0,3,HBACK,1.111,0,0.0,58
48549,66198989,F,846.0,C,127.5,3,SEDAN,1.353,0,0.0,64
48550,93719397,F,833.0,D,69.1,4,SEDAN,0.803,0,0.0,51
48551,55532454,M,846.0,C,109.5,3,SEDAN,1.155,0,0.0,82
48552,75760823,F,846.0,C,133.5,4,STNWG,0.319,0,0.0,64
48553,79917576,F,630.0,B,123.1,4,UTE,1.034,0,0.0,44
48554,18526113,F,485.0,D,109.7,4,STNWG,0.858,0,0.0,35
48555,52202269,F,561.0,C,144.0,3,SEDAN,1.287,0,0.0,43
48556,30977865,M,717.0,B,147.0,2,STNWG,3.245,0,0.0,66
48557,51347224,M,602.0,C,139.5,1,HBACK,1.386,1,1270.675775,51
48558,80671910,M,702.0,E,55.5,2,SEDAN,2.321,0,0.0,62
48559,12623920,F,644.0,B,117.1,2,HBACK,1.584,0,0.0,46
48561,57429881,M,466.0,C,148.5,2,PANVN,2.211,0,0.0,48
48562,44058838,M,715.0,E,28.5,2,UTE,2.255,0,0.0,49
48563,57906079,M,702.0,F,80.0,4,HBACK,0.506,0,0.0,55
48564,64172686,F,808.0,A,75.0,4,HBACK,0.99,0,0.0,83
48565,87646794,M,728.0,C,126.0,3,UTE,2.563,0,0.0,31
48566,46877614,F,679.0,B,117.7,1,UTE,3.619,0,0.0,51
48567,22440915,M,805.0,C,114.0,4,SEDAN,0.495,0,0.0,60
48568,87448112,M,696.0,C,148.5,3,STNWG,1.265,1,166.8115538,53
48569,63742879,F,323.0,C,148.5,2,SEDAN,1.804,1,1328.501045,57
48570,23916688,F,761.0,B,101.3,3,HBACK,1.661,0,0.0,65
48571,60010187,F,444.0,A,115.7,3,SEDAN,1.243,0,0.0,83
48572,76860388,M,790.0,C,120.0,2,STNWG,4.576,0,0.0,62
48573,13493419,F,620.0,D,113.7,2,HBACK,3.014,1,2143.008552,41
48574,98752304,F,821.0,D,123.6,4,UTE,0.286,0,0.0,68
48575,34548340,M,737.0,A,55.0,3,STNWG,3.905,0,0.0,57
48576,25743947,F,415.0,C,127.5,4,HBACK,0.462,0,0.0,37
48577,82411695,M,601.0,E,42.0,2,SEDAN,1.98,0,0.0,59
48578,63528578,F,783.0,D,62.4,1,HDTOP,2.706,0,0.0,65
48579,44224690,F,680.0,A,78.8,2,HBACK,1.463,0,0.0,37
48580,59241191,F,675.0,C,142.5,1,SEDAN,2.937,0,0.0,39
48581,15805130,M,487.0,A,57.2,4,SEDAN,0.935,0,0.0,72
48582,58088437,M,803.0,F,110.0,2,STNWG,3.432,0,0.0,53
48583,60970264,F,451.0,D,82.4,2,HBACK,1.485,0,0.0,31
48584,68470279,M,421.0,B,126.6,1,STNWG,5.203,1,16949.87862,20
48585,36442710,F,838.0,C,108.0,3,STNWG,2.222,0,0.0,32
48587,50160687,F,678.0,C,124.5,3,SEDAN,1.298,0,0.0,24
48588,87918074,F,694.0,A,89.2,3,STNWG,3.861,0,0.0,48
48589,24188278,F,715.0,D,124.3,3,UTE,1.793,0,0.0,36
48590,30345790,F,623.0,E,49.5,4,SEDAN,1.111,0,0.0,51
48591,87923572,M,636.0,C,135.0,3,SEDAN,1.54,0,0.0,39
48592,64746355,F,713.0,C,121.5,2,SEDAN,5.599,0,0.0,48
48594,14388179,F,401.0,A,67.3,1,STNWG,8.0861,0,0.0,28
48595,58109265,M,840.0,A,61.8,1,STNWG,5.929,0,0.0,40
48596,72201556,M,639.0,D,80.4,4,SEDAN,0.484,0,0.0,47
48598,84921682,F,536.0,C,120.0,1,HBACK,1.4839,0,0.0,54
48599,76854369,M,778.0,C,144.0,2,HBACK,2.596,0,0.0,37
48600,45090702,F,690.0,D,7.2,3,SEDAN,0.968,0,0.0,49
48601,54730098,M,671.0,D,81.4,4,UTE,0.781,0,0.0,39
48602,23186308,F,461.0,A,62.0,1,STNWG,4.191,0,0.0,55
48603,57123514,F,759.0,C,126.0,2,HBACK,1.397,0,0.0,24
48604,19417540,F,504.0,B,127.2,2,HBACK,1.155,1,5681.814432,62
48606,95377469,M,435.0,A,83.2,3,HBACK,1.463,0,0.0,39
48607,73384964,F,609.0,D,166.5,4,SEDAN,0.847,0,0.0,79
48608,58865625,F,775.0,B,113.4,4,SEDAN,0.473,0,0.0,63
48609,84474617,M,731.0,B,118.9,1,HBACK,1.386,0,0.0,22
48610,79623270,M,806.0,C,127.5,4,STNWG,1.375,0,0.0,55
48611,58880447,F,336.0,F,76.0,4,HBACK,0.583,0,0.0,24
48613,75285668,M,810.0,A,67.9,1,HBACK,1.7358,0,0.0,73
48614,34783641,M,654.0,B,135.7,2,STNWG,2.541,0,0.0,40
48615,28537096,F,680.0,D,58.5,4,HBACK,0.572,0,0.0,51
48616,23772774,F,604.0,F,134.0,3,STNWG,2.717,0,0.0,55
48617,35921586,F,669.0,C,96.0,1,SEDAN,2.695,0,0.0,66
48618,40559835,M,338.0,C,136.5,3,HBACK,1.1,1,2313.828228,38
48619,34909435,F,686.0,A,83.9,4,STNWG,1.804,0,0.0,52
48620,88093837,M,739.0,A,93.7,3,HBACK,1.089,0,0.0,40
48621,12568059,F,652.0,C,147.0,3,HBACK,1.122,0,0.0,55
48622,37486123,F,664.0,B,164.2,2,HBACK,1.419,0,0.0,36
48623,47172525,M,640.0,E,45.0,1,HBACK,2.321,0,0.0,57
48624,26924463,M,848.0,F,74.0,4,STNWG,1.815,0,0.0,23
48625,49338980,F,473.0,B,141.6,2,HBACK,1.584,1,1478.980083,45
48626,70152544,F,820.0,C,135.0,3,SEDAN,1.32,0,0.0,80
48627,45270693,F,572.0,E,48.0,2,STNWG,4.697,0,0.0,34
48628,28836113,F,690.0,C,135.0,2,SEDAN,1.65,1,141.1888017,28
48629,37212766,M,817.0,A,48.4,4,PANVN,1.331,0,0.0,75
48630,27068554,M,723.0,B,101.5,3,HDTOP,1.727,0,0.0,70
48631,27543702,F,714.0,B,120.8,3,SEDAN,1.254,0,0.0,66
48632,77393806,F,812.0,B,110.9,4,STNWG,0.847,0,0.0,67
48634,36296913,M,379.0,A,121.7,1,UTE,3.839,0,0.0,26
48635,60349208,F,477.0,C,142.5,2,HBACK,2.057,0,0.0,47
48636,37956052,M,743.0,A,79.3,2,HBACK,1.936,0,0.0,64
48638,67829289,M,827.0,A,114.4,2,STNWG,2.057,0,0.0,45
48639,53205374,M,371.0,A,54.0,2,STNWG,2.618,0,0.0,22
48640,92664968,M,835.0,A,120.0,4,STNWG,1.804,0,0.0,84
48641,96236783,F,502.0,C,141.0,1,HBACK,1.848,2,11986.79801,56
48643,67658764,F,339.0,B,134.9,2,SEDAN,2.299,0,0.0,92
48644,88283413,F,693.0,D,122.2,3,SEDAN,1.353,0,0.0,46
48645,23696059,M,820.0,B,121.0,3,STNWG,3.289,1,338.5326605,42
48646,64824832,M,693.0,B,117.3,2,STNWG,4.521,0,0.0,59
48647,21286427,F,314.0,A,57.8,3,HBACK,1.155,0,0.0,26
48648,29080606,M,635.0,D,144.8,4,UTE,1.232,0,0.0,37
48649,29156448,F,849.0,C,105.0,1,HBACK,1.716,0,0.0,61
48650,73125168,M,791.0,F,98.0,2,UTE,3.795,0,0.0,66
48651,95567471,F,655.0,D,122.7,1,UTE,3.685,2,4397.115405,48
48652,52606393,F,786.0,C,142.5,3,SEDAN,1.067,0,0.0,74
48653,25813745,M,411.0,F,80.0,3,STNWG,3.674,0,0.0,34
48654,34183244,F,676.0,C,135.0,3,STNWG,1.441,0,0.0,49
48657,69203988,F,505.0,A,59.7,3,HBACK,1.056,0,0.0,65
48658,26498682,M,766.0,C,127.5,2,STNWG,4.169,0,0.0,61
48659,88298701,F,714.0,C,142.5,1,HBACK,1.364,0,0.0,31
48661,49796097,M,656.0,E,45.0,1,SEDAN,3.311,0,0.0,50
48662,61405382,M,580.0,B,112.8,4,UTE,0.814,1,627.6570996,28
48663,41821104,M,811.0,E,42.0,2,UTE,3.718,0,0.0,74
48664,49071780,M,533.0,A,97.3,4,SEDAN,0.374,0,0.0,67
48665,89526127,M,740.0,C,136.5,1,SEDAN,2.739,0,0.0,48
48667,56403932,M,843.0,E,12.0,1,UTE,2.112,0,0.0,68
48668,39487057,M,837.0,A,88.8,1,STNWG,5.038,0,0.0,66
48669,70915950,M,619.0,C,123.0,4,STNWG,0.77,1,129.7628826,42
48670,12311498,F,758.0,B,102.7,1,HBACK,1.562,0,0.0,63
48671,84746659,F,764.0,B,130.6,4,STNWG,0.319,0,0.0,73
48672,87202853,M,608.0,A,76.5,3,STNWG,2.981,0,0.0,38
48673,14351823,F,658.0,C,145.5,2,SEDAN,1.617,0,0.0,31
48674,60654920,F,765.0,D,97.3,4,STNWG,1.991,0,0.0,52
48675,66343322,M,689.0,B,110.3,4,HBACK,0.583,1,129.3432411,25
48676,16675942,F,847.0,D,108.8,3,HBACK,2.002,0,0.0,85
48677,31779239,M,837.0,C,114.0,2,HBACK,1.078,1,239.6204426,59
48678,26272399,F,711.0,B,122.0,4,UTE,1.617,0,0.0,45
48679,14811096,F,689.0,C,148.5,2,HBACK,1.463,0,0.0,62
48680,55452639,M,678.0,A,87.5,3,HBACK,1.507,0,0.0,51
48681,34418578,F,724.0,A,91.5,1,SEDAN,3.487,0,0.0,76
48682,66929701,F,661.0,A,76.8,3,STNWG,1.364,0,0.0,52
48683,38833740,F,404.0,C,135.0,2,HBACK,1.386,0,0.0,28
48684,43878885,F,813.0,C,115.5,1,HBACK,1.5389,0,0.0,52
48685,72527430,M,616.0,A,40.6,3,STNWG,2.013,0,0.0,46
48686,56864789,M,822.0,C,148.5,3,STNWG,2.266,0,0.0,68
48688,39679662,F,828.0,C,115.5,3,SEDAN,1.298,0,0.0,50
48689,37730613,M,810.0,A,50.4,1,HBACK,1.628,0,0.0,68
