,gender,credit_score,area,traffic_index,veh_age,veh_body,veh_value,numclaims,claimcst0,age_at_eff_dt,Cluster
2686,M,821.0,C,147.0,3,STNWG,2.079,0,0.0,58,Cluster 0
1040,M,,E,34.5,4,HDTOP,1.65,0,0.0,22,Cluster 0
58457,F,819.0,C,142.5,1,SEDAN,2.728,0,0.0,91,Cluster 3
24931,F,740.0,C,102.0,1,STNWG,4.1349,0,0.0,69,Cluster 3
16939,F,,F,130.0,4,STNWG,1.826,0,0.0,45,Cluster 0
3071,M,716.0,D,116.7,1,TRUCK,2.0922,0,0.0,69,Cluster 3
20858,F,654.0,E,82.5,4,SEDAN,1.221,0,0.0,35,Cluster 0
40297,F,682.0,B,109.5,2,HBACK,1.892,0,0.0,35,Cluster 3
51221,M,406.0,B,137.7,3,STNWG,2.783,1,811.9078747,34,Cluster 4
55669,F,641.0,B,116.8,3,SEDAN,1.529,0,0.0,39,Cluster 0
53750,F,676.0,D,80.0,2,HBACK,2.123,0,0.0,57,Cluster 3
29844,F,688.0,B,116.8,3,COUPE,1.474,0,0.0,42,Cluster 0
7766,M,698.0,A,57.8,3,HBACK,1.012,0,0.0,48,Cluster 0
43813,F,312.0,C,141.0,1,SEDAN,2.673,0,0.0,50,Cluster 3
28561,F,652.0,B,106.1,2,SEDAN,2.013,0,0.0,32,Cluster 3
55633,F,465.0,C,150.0,1,HBACK,1.397,0,0.0,70,Cluster 3
15682,F,683.0,C,148.5,3,SEDAN,1.617,0,0.0,61,Cluster 0
56457,F,771.0,A,81.4,4,SEDAN,1.089,0,0.0,59,Cluster 0
15663,F,569.0,A,78.7,1,SEDAN,2.871,0,0.0,21,Cluster 3
15128,M,627.0,E,52.5,3,SEDAN,1.639,0,0.0,55,Cluster 0
12031,M,501.0,B,125.3,4,STNWG,0.44,1,750.5834617,82,Cluster 4
52890,M,622.0,F,154.0,3,STNWG,3.212,0,0.0,33,Cluster 3
7961,F,635.0,A,63.7,2,SEDAN,2.178,0,0.0,54,Cluster 3
40167,M,620.0,B,157.8,3,SEDAN,1.507,0,0.0,34,Cluster 0
1906,M,819.0,E,24.0,3,STNWG,1.122,0,0.0,70,Cluster 0
29505,M,545.0,B,,3,PANVN,1.749,0,0.0,50,Cluster 0
25345,F,824.0,A,85.8,3,HBACK,0.913,0,0.0,60,Cluster 0
56802,F,451.0,C,132.0,4,HBACK,0.781,0,0.0,93,Cluster 0
10303,F,537.0,F,122.0,1,UTE,4.8389,0,0.0,26,Cluster 3
13503,M,799.0,A,91.0,3,UTE,2.706,0,0.0,51,Cluster 0
38607,F,,B,146.4,2,HBACK,1.309,1,3471.469532,26,Cluster 4
2024,F,788.0,C,118.5,1,UTE,4.312,0,0.0,57,Cluster 3
56666,F,332.0,D,133.1,4,SEDAN,0.451,1,1363.249695,91,Cluster 4
54426,F,529.0,B,114.4,3,HBACK,1.342,0,0.0,29,Cluster 0
41787,M,726.0,B,157.9,2,SEDAN,1.925,0,0.0,33,Cluster 3
43662,M,726.0,A,87.6,3,COUPE,2.09,0,0.0,60,Cluster 0
17397,F,714.0,B,132.6,3,HBACK,1.012,0,0.0,64,Cluster 0
47599,M,524.0,C,135.0,3,SEDAN,1.419,1,391.2354534,68,Cluster 4
28,F,347.0,B,136.3,3,SEDAN,1.617,1,2265.262185,55,Cluster 4
9718,M,806.0,A,108.4,3,STNWG,2.475,0,0.0,67,Cluster 0
53970,F,816.0,A,52.6,2,HDTOP,2.618,0,0.0,62,Cluster 3
33123,F,550.0,A,60.8,2,SEDAN,1.727,0,0.0,33,Cluster 3
3170,M,773.0,A,108.7,4,TRUCK,1.023,0,0.0,54,Cluster 0
48151,M,756.0,A,66.5,1,SEDAN,16.28,0,0.0,67,Cluster 3
31663,F,608.0,C,102.0,4,STNWG,1.298,0,0.0,46,Cluster 0
53296,M,752.0,D,109.1,4,STNWG,1.133,0,0.0,47,Cluster 0
11560,F,681.0,C,141.0,4,STNWG,0.44,0,0.0,48,Cluster 0
38411,M,504.0,C,148.5,4,STNWG,0.77,1,298.3797355,26,Cluster 4
18460,F,681.0,D,120.4,4,HBACK,0.66,0,0.0,37,Cluster 0
3675,M,809.0,D,14.7,2,STNWG,1.705,0,0.0,37,Cluster 3
15450,F,650.0,B,98.8,4,HDTOP,1.254,0,0.0,49,Cluster 0
20608,F,430.0,E,46.5,4,STNWG,1.881,0,0.0,36,Cluster 0
50116,F,817.0,C,124.5,2,HBACK,1.639,0,0.0,47,Cluster 3
46531,M,667.0,A,108.1,3,SEDAN,1.298,0,0.0,44,Cluster 0
6749,M,757.0,A,88.4,3,HBACK,1.54,0,0.0,53,Cluster 0
32888,M,699.0,A,103.3,4,HBACK,0.506,0,0.0,55,Cluster 0
6794,F,,A,68.2,2,STNWG,3.256,1,5661.511631,24,Cluster 4
53594,M,616.0,B,142.0,4,STNWG,1.287,1,449.6664451,59,Cluster 4
20612,M,682.0,B,147.4,2,SEDAN,2.233,0,0.0,49,Cluster 3
38347,F,801.0,C,103.5,2,STNWG,5.951,0,0.0,78,Cluster 3
46451,F,751.0,D,106.6,2,SEDAN,2.2,0,0.0,60,Cluster 3
328,M,464.0,B,125.4,2,HBACK,2.002,2,5740.372922,21,Cluster 4
4710,F,627.0,C,132.0,1,SEDAN,5.852,0,0.0,49,Cluster 3
19665,M,443.0,E,43.5,3,STNWG,3.465,0,0.0,30,Cluster 3
2370,F,645.0,A,104.2,2,HBACK,1.254,0,0.0,33,Cluster 3
38290,F,685.0,A,67.2,4,SEDAN,1.056,0,0.0,41,Cluster 0
35312,F,683.0,B,139.6,2,SEDAN,1.782,0,0.0,52,Cluster 3
15791,M,835.0,A,82.8,4,SEDAN,0.583,0,0.0,57,Cluster 0
27382,M,800.0,C,145.5,2,SEDAN,3.806,0,0.0,60,Cluster 3
43845,M,641.0,E,52.5,4,TRUCK,1.595,0,0.0,56,Cluster 0
54902,M,654.0,E,43.5,4,HDTOP,1.639,0,0.0,32,Cluster 0
10871,M,,A,80.5,4,UTE,0.88,0,0.0,35,Cluster 0
18562,F,570.0,C,135.0,3,SEDAN,1.111,0,0.0,51,Cluster 0
4898,F,562.0,C,126.0,4,SEDAN,1.056,0,0.0,60,Cluster 0
37921,F,661.0,E,27.0,4,STNWG,1.012,0,0.0,41,Cluster 0
1209,F,761.0,E,58.5,2,STNWG,4.653,0,0.0,58,Cluster 3
13362,M,610.0,C,117.0,1,UTE,2.046,0,0.0,35,Cluster 3
51434,F,733.0,A,98.4,3,SEDAN,1.243,0,0.0,43,Cluster 0
45836,M,639.0,C,126.0,1,HBACK,2.189,0,0.0,34,Cluster 3
56198,F,592.0,B,126.0,3,HBACK,0.847,0,0.0,61,Cluster 0
25473,M,654.0,B,104.1,4,COUPE,0.693,0,0.0,53,Cluster 0
35891,F,709.0,A,84.6,1,STNWG,3.135,0,0.0,55,Cluster 3
78,M,524.0,C,147.0,4,UTE,1.584,1,346.4261184,40,Cluster 4
26120,F,329.0,B,114.3,1,SEDAN,2.497,0,0.0,56,Cluster 3
51419,F,651.0,C,150.0,4,HBACK,0.572,0,0.0,46,Cluster 0
58618,F,575.0,A,97.4,4,HBACK,0.748,0,0.0,32,Cluster 0
50785,F,777.0,B,89.9,1,HBACK,1.65,0,0.0,65,Cluster 3
56308,M,629.0,A,69.9,2,SEDAN,1.837,0,0.0,53,Cluster 3
45780,M,644.0,F,110.0,3,STNWG,2.706,0,0.0,45,Cluster 3
59052,F,,A,66.5,2,STNWG,4.807,0,0.0,40,Cluster 3
41905,M,619.0,A,126.4,1,STNWG,5.159,0,0.0,48,Cluster 3
29799,M,,C,132.0,4,STNWG,1.265,1,205.0912017,24,Cluster 4
50095,F,462.0,C,148.5,4,COUPE,0.44,0,0.0,34,Cluster 0
57444,M,606.0,B,102.0,3,STNWG,4.4,1,694.7764982,52,Cluster 4
5682,M,433.0,E,,2,SEDAN,1.716,0,0.0,80,Cluster 3
9493,F,812.0,C,135.0,4,SEDAN,1.056,0,0.0,78,Cluster 0
53248,M,503.0,C,141.0,1,HBACK,1.749,1,2111.033903,54,Cluster 4
54437,M,831.0,B,128.5,2,HBACK,1.87,1,593.661166,76,Cluster 4
20390,M,335.0,F,122.0,2,TRUCK,4.356,3,42014.50847,28,Cluster 1
37637,F,653.0,E,12.0,4,HDTOP,2.101,0,0.0,54,Cluster 0
15605,F,662.0,A,55.0,4,SEDAN,0.506,0,0.0,59,Cluster 0
14485,F,803.0,E,42.0,2,SEDAN,1.925,0,0.0,54,Cluster 3
6213,F,397.0,C,129.0,1,TRUCK,5.027,0,0.0,21,Cluster 3
19641,F,511.0,E,,1,SEDAN,3.069,0,0.0,49,Cluster 3
34550,F,359.0,B,139.2,2,STNWG,2.343,0,0.0,45,Cluster 3
39753,M,649.0,F,140.0,1,STNWG,4.807,0,0.0,37,Cluster 3
13275,F,621.0,C,118.5,4,UTE,1.111,0,0.0,54,Cluster 0
50247,F,669.0,E,54.0,2,HBACK,1.408,0,0.0,55,Cluster 3
5544,M,772.0,B,131.4,1,STNWG,5.335,0,0.0,65,Cluster 3
34714,M,617.0,C,127.5,3,STNWG,2.695,0,0.0,55,Cluster 3
21137,F,648.0,B,127.3,4,HDTOP,1.243,0,0.0,38,Cluster 0
59247,F,373.0,B,110.1,3,SEDAN,1.452,1,2841.783148,34,Cluster 4
58061,F,656.0,B,115.1,4,SEDAN,0.979,0,0.0,63,Cluster 0
17061,M,837.0,D,122.6,2,SEDAN,1.98,0,0.0,71,Cluster 3
14385,F,540.0,A,65.2,1,HDTOP,3.355,0,0.0,33,Cluster 3
27181,M,639.0,E,40.5,2,UTE,3.344,0,0.0,47,Cluster 3
6789,F,540.0,A,67.7,2,STNWG,2.618,0,0.0,46,Cluster 3
34160,F,660.0,B,109.4,4,UTE,0.913,0,0.0,46,Cluster 0
43429,M,626.0,C,34.5,3,UTE,2.079,1,587.1475137,59,Cluster 4
49904,F,798.0,B,,3,HBACK,1.364,0,0.0,64,Cluster 0
26287,F,619.0,D,102.8,4,STNWG,1.111,0,0.0,49,Cluster 0
20121,F,760.0,E,31.5,2,SEDAN,3.322,0,0.0,92,Cluster 3
60074,M,844.0,B,122.4,1,SEDAN,2.035,0,0.0,59,Cluster 3
39462,F,403.0,C,132.0,4,SEDAN,0.385,0,0.0,37,Cluster 0
44748,F,675.0,D,77.4,4,SEDAN,0.429,0,0.0,53,Cluster 0
35983,F,839.0,E,51.0,3,SEDAN,1.078,0,0.0,71,Cluster 0
8989,F,511.0,E,54.0,1,STNWG,3.2989,0,0.0,58,Cluster 3
12404,F,692.0,C,148.5,4,STNWG,0.913,0,0.0,47,Cluster 0
9969,F,664.0,C,147.0,2,HBACK,1.914,0,0.0,55,Cluster 3
12305,F,,B,132.1,1,STNWG,3.234,1,9503.385316,34,Cluster 2
1770,M,832.0,B,114.7,3,SEDAN,1.507,0,0.0,91,Cluster 0
22368,M,669.0,B,143.6,4,HBACK,0.605,1,134.1905454,40,Cluster 4
51815,M,780.0,B,128.1,1,STNWG,3.399,0,0.0,65,Cluster 3
54859,M,808.0,E,39.0,2,HBACK,1.617,0,0.0,66,Cluster 3
10912,F,302.0,E,51.0,4,SEDAN,0.451,0,0.0,77,Cluster 0
44443,F,389.0,D,115.3,1,HBACK,2.2,2,52307.32229,80,Cluster 1
30988,F,501.0,C,144.0,1,TRUCK,3.3,0,0.0,28,Cluster 3
35790,F,640.0,C,100.5,3,HBACK,1.21,0,0.0,41,Cluster 0
28804,F,652.0,A,63.7,1,SEDAN,2.706,0,0.0,31,Cluster 3
38169,F,708.0,A,,1,STNWG,6.765,0,0.0,58,Cluster 3
7856,F,549.0,A,56.8,4,SEDAN,0.825,0,0.0,52,Cluster 0
10100,F,631.0,C,150.0,1,HBACK,1.595,1,1681.177322,40,Cluster 4
39643,F,702.0,C,138.0,4,HBACK,0.803,0,0.0,34,Cluster 0
43113,M,606.0,A,59.8,4,HBACK,0.495,0,0.0,88,Cluster 0
46724,F,847.0,C,69.0,4,SEDAN,1.045,0,0.0,63,Cluster 0
21575,F,433.0,B,,2,SEDAN,2.761,0,0.0,40,Cluster 3
37387,M,794.0,A,50.4,4,UTE,0.451,0,0.0,65,Cluster 0
28185,M,518.0,C,127.5,3,SEDAN,1.056,1,241.0259354,47,Cluster 4
54516,F,543.0,C,93.0,2,HBACK,2.563,0,0.0,34,Cluster 3
8719,M,692.0,B,109.8,3,STNWG,2.288,0,0.0,30,Cluster 0
8558,F,801.0,C,70.5,2,STNWG,2.365,0,0.0,55,Cluster 3
52031,M,345.0,C,147.0,4,SEDAN,0.814,1,2725.194661,63,Cluster 4
47058,M,,E,,3,SEDAN,1.595,0,0.0,31,Cluster 0
12516,F,667.0,B,130.7,4,HBACK,0.759,0,0.0,38,Cluster 0
24530,M,633.0,F,112.0,4,HDTOP,1.65,0,0.0,44,Cluster 0
40736,M,481.0,B,119.3,3,SEDAN,1.43,0,0.0,70,Cluster 0
20648,M,813.0,A,58.0,3,SEDAN,1.771,0,0.0,46,Cluster 0
24251,M,779.0,C,148.5,2,HBACK,1.617,0,0.0,68,Cluster 3
12454,M,700.0,C,148.5,1,HBACK,3.19,1,694.3100595,26,Cluster 4
43420,F,649.0,A,61.9,2,STNWG,3.058,0,0.0,47,Cluster 3
6825,F,685.0,C,,1,HDTOP,2.772,0,0.0,28,Cluster 3
42879,F,778.0,C,115.5,4,HBACK,0.781,0,0.0,44,Cluster 0
31826,F,634.0,A,85.8,3,SEDAN,1.397,0,0.0,55,Cluster 0
49853,M,785.0,D,81.0,3,STNWG,2.981,0,0.0,35,Cluster 3
22554,M,813.0,B,151.5,4,HBACK,0.88,0,0.0,74,Cluster 0
34841,F,771.0,A,66.7,4,SEDAN,0.429,0,0.0,57,Cluster 0
40927,F,386.0,E,,2,SEDAN,1.804,0,0.0,58,Cluster 3
53109,M,746.0,F,,1,SEDAN,2.035,0,0.0,70,Cluster 3
4423,F,792.0,E,70.5,3,STNWG,2.651,0,0.0,30,Cluster 3
44927,M,692.0,C,138.0,3,SEDAN,1.144,0,0.0,52,Cluster 0
6862,F,654.0,A,96.1,2,HBACK,1.65,0,0.0,43,Cluster 3
39754,F,652.0,C,103.5,3,SEDAN,1.474,0,0.0,30,Cluster 0
21252,F,731.0,C,135.0,4,STNWG,1.65,0,0.0,69,Cluster 0
9490,F,678.0,C,135.0,2,SEDAN,2.057,0,0.0,45,Cluster 3
20760,M,540.0,C,133.5,2,SEDAN,2.321,3,4773.928219,28,Cluster 4
48615,F,680.0,D,58.5,4,HBACK,0.572,0,0.0,51,Cluster 0
15635,M,776.0,A,67.5,2,SEDAN,1.529,0,0.0,55,Cluster 3
40050,F,354.0,E,19.5,4,SEDAN,0.726,0,0.0,53,Cluster 0
35694,F,348.0,C,147.0,2,SEDAN,5.984,0,0.0,32,Cluster 3
51650,M,564.0,C,132.0,3,MIBUS,1.947,0,0.0,43,Cluster 0
9825,M,678.0,C,144.0,3,UTE,1.584,1,141.1094408,28,Cluster 4
9479,F,845.0,D,124.0,1,HBACK,1.364,0,0.0,80,Cluster 3
8733,F,698.0,C,109.5,2,STNWG,4.708,0,0.0,53,Cluster 3
56320,F,756.0,E,,3,UTE,1.826,0,0.0,45,Cluster 0
16874,M,629.0,C,117.0,1,STNWG,4.95,0,0.0,56,Cluster 3
20081,F,747.0,C,150.0,1,HBACK,1.562,0,0.0,64,Cluster 3
2013,F,794.0,E,,1,HBACK,2.244,0,0.0,67,Cluster 3
40634,F,305.0,A,89.4,1,HBACK,1.4839,0,0.0,21,Cluster 3
38445,F,665.0,A,71.0,1,STNWG,3.036,0,0.0,34,Cluster 3
33715,F,795.0,C,118.5,1,STNWG,3.5739,0,0.0,68,Cluster 3
33383,F,,C,88.5,2,SEDAN,1.672,0,0.0,40,Cluster 3
2147,M,810.0,C,145.5,4,STNWG,1.584,0,0.0,70,Cluster 0
41556,F,806.0,B,124.7,3,STNWG,2.42,0,0.0,56,Cluster 0
39897,F,834.0,B,82.2,2,HBACK,1.43,0,0.0,52,Cluster 3
53036,F,713.0,D,53.2,3,SEDAN,0.913,0,0.0,90,Cluster 0
58852,F,568.0,D,122.4,2,SEDAN,1.826,0,0.0,65,Cluster 3
9699,F,830.0,C,148.5,1,HBACK,1.672,0,0.0,78,Cluster 3
57313,M,667.0,B,135.5,4,PANVN,0.627,0,0.0,91,Cluster 0
43723,F,546.0,C,111.0,2,HBACK,1.155,0,0.0,38,Cluster 3
6841,M,396.0,C,121.5,3,SEDAN,1.188,0,0.0,42,Cluster 0
26811,M,681.0,D,108.2,1,STNWG,5.7596,0,0.0,47,Cluster 3
17194,F,,B,133.9,2,HBACK,2.178,0,0.0,21,Cluster 3
6269,M,641.0,D,69.1,4,UTE,1.826,0,0.0,48,Cluster 0
49464,M,689.0,E,,4,UTE,1.826,0,0.0,44,Cluster 0
2073,F,748.0,D,97.1,4,SEDAN,0.407,0,0.0,61,Cluster 0
42498,F,328.0,C,123.0,2,SEDAN,3.058,0,0.0,52,Cluster 3
37260,F,781.0,A,80.1,2,HBACK,1.705,0,0.0,36,Cluster 3
55931,M,628.0,E,36.0,3,SEDAN,1.386,0,0.0,38,Cluster 0
40502,M,806.0,C,57.0,4,STNWG,1.122,1,189.718011,67,Cluster 4
33653,F,566.0,D,85.2,1,SEDAN,2.948,1,10939.66243,63,Cluster 2
18174,F,328.0,C,135.0,2,SEDAN,1.617,0,0.0,40,Cluster 3
11334,M,832.0,A,99.7,3,TRUCK,0.792,0,0.0,61,Cluster 0
14621,F,832.0,A,74.1,2,STNWG,3.465,0,0.0,72,Cluster 3
15332,F,766.0,B,110.8,4,STNWG,0.506,0,0.0,57,Cluster 0
40097,F,469.0,B,94.3,4,HBACK,0.374,0,0.0,72,Cluster 0
42968,M,680.0,C,136.5,1,HBACK,1.507,0,0.0,53,Cluster 3
3895,M,604.0,B,118.0,3,SEDAN,1.419,0,0.0,48,Cluster 0
767,F,629.0,A,72.6,3,HBACK,0.913,0,0.0,46,Cluster 0
59212,F,740.0,F,,3,HBACK,0.99,0,0.0,68,Cluster 0
50281,F,834.0,B,125.2,4,TRUCK,1.551,0,0.0,65,Cluster 0
41017,M,848.0,A,45.0,4,STNWG,1.529,2,147.5151099,55,Cluster 4
50534,M,715.0,A,74.2,2,HBACK,1.661,0,0.0,59,Cluster 3
18029,M,601.0,F,130.0,4,UTE,1.848,0,0.0,48,Cluster 0
8012,F,620.0,B,101.8,1,HBACK,1.85185,0,0.0,77,Cluster 3
59669,F,767.0,D,57.5,4,STNWG,1.111,0,0.0,45,Cluster 0
43359,F,652.0,C,130.5,3,SEDAN,1.276,0,0.0,55,Cluster 0
28801,F,822.0,B,120.8,1,HBACK,2.354,0,0.0,35,Cluster 3
28718,F,640.0,B,146.3,1,HBACK,1.936,0,0.0,61,Cluster 3
16363,F,524.0,A,92.0,4,STNWG,2.024,0,0.0,21,Cluster 0
52998,M,380.0,A,92.4,2,HBACK,1.298,1,744.3112287,59,Cluster 4
24747,M,741.0,C,132.0,3,SEDAN,1.617,0,0.0,75,Cluster 0
808,F,553.0,D,109.8,2,HBACK,1.441,0,0.0,36,Cluster 3
24309,F,661.0,C,127.5,3,STNWG,2.53,0,0.0,56,Cluster 0
1468,F,824.0,A,150.9,1,HBACK,1.551,0,0.0,55,Cluster 3
30337,F,662.0,A,110.5,1,STNWG,3.2989,0,0.0,51,Cluster 3
49622,F,689.0,C,121.5,4,SEDAN,0.792,0,0.0,45,Cluster 0
10550,F,655.0,C,129.0,2,SEDAN,1.617,0,0.0,34,Cluster 3
35490,F,,C,126.0,3,SEDAN,1.067,1,1487.383851,28,Cluster 4
5419,F,763.0,A,67.7,1,SEDAN,3.245,0,0.0,65,Cluster 3
56869,M,781.0,A,89.9,4,SEDAN,0.726,0,0.0,58,Cluster 0
17548,M,716.0,E,21.0,3,SEDAN,2.211,0,0.0,74,Cluster 0
44722,F,690.0,A,68.2,1,HBACK,1.518,0,0.0,22,Cluster 3
34328,M,729.0,F,142.0,3,STNWG,2.651,0,0.0,43,Cluster 3
21059,M,663.0,C,97.5,4,UTE,0.979,0,0.0,21,Cluster 0
12673,F,590.0,A,75.8,4,SEDAN,0.429,0,0.0,56,Cluster 0
6041,M,661.0,C,135.0,4,STNWG,1.716,0,0.0,49,Cluster 0
12061,F,,C,85.5,4,SEDAN,0.726,0,0.0,43,Cluster 0
47356,F,668.0,B,132.9,1,HBACK,1.5389,0,0.0,26,Cluster 3
59781,F,831.0,E,85.5,4,UTE,1.089,0,0.0,58,Cluster 0
59305,F,784.0,C,115.5,2,HBACK,1.551,0,0.0,45,Cluster 3
31362,M,613.0,C,138.0,2,SEDAN,1.727,0,0.0,83,Cluster 3
25628,F,809.0,A,77.7,3,UTE,1.958,0,0.0,63,Cluster 0
18635,F,671.0,F,132.0,1,UTE,4.7839,0,0.0,34,Cluster 3
34929,F,439.0,A,66.3,4,SEDAN,0.649,0,0.0,67,Cluster 0
49693,M,730.0,C,136.5,3,HBACK,0.913,0,0.0,43,Cluster 0
21058,F,740.0,C,117.0,3,UTE,2.717,0,0.0,63,Cluster 0
23840,F,709.0,C,99.0,2,HBACK,1.331,0,0.0,53,Cluster 3
9247,M,766.0,C,147.0,4,STNWG,2.629,0,0.0,49,Cluster 0
57016,F,,C,133.5,2,STNWG,3.608,0,0.0,39,Cluster 3
37420,F,519.0,D,82.1,3,STNWG,1.936,0,0.0,40,Cluster 0
25502,F,672.0,C,102.0,3,SEDAN,1.518,0,0.0,35,Cluster 0
46660,F,716.0,B,114.8,3,SEDAN,2.321,0,0.0,45,Cluster 0
15733,F,694.0,E,15.0,2,HBACK,1.804,0,0.0,46,Cluster 3
10116,M,659.0,C,136.5,3,SEDAN,1.21,0,0.0,41,Cluster 0
22763,F,419.0,B,90.9,4,STNWG,0.847,1,589.3564503,60,Cluster 4
7265,M,648.0,B,141.6,1,STNWG,3.5739,0,0.0,42,Cluster 3
29483,F,371.0,B,103.1,2,HBACK,2.266,2,5317.003985,58,Cluster 4
56271,F,755.0,E,78.0,4,TRUCK,1.364,0,0.0,68,Cluster 0
50227,M,834.0,D,110.1,4,SEDAN,0.374,0,0.0,43,Cluster 0
42075,F,822.0,B,138.2,4,SEDAN,0.66,0,0.0,68,Cluster 0
36704,F,460.0,C,127.5,3,HBACK,1.023,0,0.0,59,Cluster 0
11725,M,613.0,B,,1,TRUCK,4.818,0,0.0,29,Cluster 3
58205,M,,C,120.0,4,STNWG,1.287,0,0.0,33,Cluster 0
15043,M,585.0,E,25.5,1,HBACK,1.463,0,0.0,20,Cluster 3
23525,M,804.0,A,108.9,1,COUPE,9.196,0,0.0,60,Cluster 3
27608,F,723.0,C,142.5,2,HBACK,1.727,0,0.0,49,Cluster 3
36975,F,796.0,B,110.9,1,HBACK,2.079,0,0.0,60,Cluster 3
23097,M,638.0,E,22.5,2,SEDAN,2.354,0,0.0,58,Cluster 3
30974,F,607.0,E,36.0,2,HBACK,1.892,0,0.0,73,Cluster 3
31673,F,663.0,C,142.5,4,PANVN,0.605,0,0.0,54,Cluster 0
14033,F,426.0,A,90.5,3,SEDAN,1.441,0,0.0,61,Cluster 0
57033,M,743.0,B,110.9,4,PANVN,0.429,0,0.0,66,Cluster 0
26028,M,653.0,C,148.5,4,STNWG,1.298,2,179.7189937,26,Cluster 4
34917,F,,B,139.8,3,HBACK,0.946,0,0.0,36,Cluster 0
45929,M,810.0,C,123.0,1,HBACK,2.42,0,0.0,52,Cluster 3
20541,M,663.0,B,112.8,1,UTE,4.235,0,0.0,23,Cluster 3
31345,F,486.0,C,103.5,4,SEDAN,0.814,1,1016.389894,83,Cluster 4
26498,M,810.0,A,117.3,4,STNWG,2.123,1,393.0216089,57,Cluster 4
74,M,842.0,C,108.0,2,STNWG,4.895,1,469.8986741,65,Cluster 4
719,F,751.0,A,90.0,4,STNWG,1.991,0,0.0,33,Cluster 0
23723,F,,A,51.9,4,STNWG,0.451,1,179.6055954,57,Cluster 4
36784,F,844.0,A,76.2,2,HBACK,1.496,0,0.0,58,Cluster 3
52758,F,604.0,A,56.4,1,STNWG,3.531,0,0.0,52,Cluster 3
45809,M,801.0,F,,2,SEDAN,1.793,0,0.0,66,Cluster 3
47363,M,668.0,A,54.4,4,MIBUS,1.958,0,0.0,59,Cluster 0
3932,M,522.0,B,138.5,4,HBACK,0.902,1,307.5444755,39,Cluster 4
14670,M,686.0,E,19.5,4,SEDAN,1.034,0,0.0,52,Cluster 0
49833,M,751.0,B,154.8,3,MIBUS,1.848,0,0.0,57,Cluster 0
60145,M,498.0,F,136.0,2,STNWG,4.235,0,0.0,34,Cluster 3
48270,F,814.0,A,85.9,3,SEDAN,1.287,0,0.0,35,Cluster 0
57557,M,749.0,C,127.5,2,SEDAN,1.837,0,0.0,58,Cluster 3
2509,F,508.0,A,94.0,3,HBACK,2.629,0,0.0,34,Cluster 3
40049,F,837.0,A,62.0,2,STNWG,2.079,0,0.0,74,Cluster 3
42012,M,523.0,D,122.7,4,HBACK,0.209,3,2305.121007,58,Cluster 4
51384,M,402.0,C,,3,HBACK,1.221,0,0.0,50,Cluster 0
32317,F,629.0,A,78.7,3,SEDAN,1.089,0,0.0,30,Cluster 0
30728,F,,B,156.5,3,HBACK,1.078,0,0.0,31,Cluster 0
54997,F,787.0,C,145.5,2,HBACK,1.243,0,0.0,61,Cluster 3
4067,F,822.0,D,44.8,3,SEDAN,1.441,0,0.0,73,Cluster 0
20104,F,735.0,F,62.0,4,STNWG,2.365,0,0.0,46,Cluster 0
13100,M,511.0,A,78.9,4,HDTOP,1.012,1,1203.477972,55,Cluster 4
30544,M,554.0,B,99.1,4,COUPE,1.573,0,0.0,45,Cluster 0
27818,F,630.0,B,117.6,3,SEDAN,1.078,0,0.0,45,Cluster 0
3145,F,774.0,C,,1,HBACK,1.815,0,0.0,32,Cluster 3
56728,M,778.0,B,137.0,1,HBACK,2.057,1,741.494271,67,Cluster 4
17513,M,584.0,A,101.6,2,STNWG,2.783,0,0.0,32,Cluster 3
8697,F,643.0,C,124.5,1,HBACK,1.859,0,0.0,60,Cluster 3
50842,F,628.0,B,113.0,3,HBACK,0.792,0,0.0,56,Cluster 0
30562,F,733.0,C,132.0,3,HBACK,0.781,0,0.0,52,Cluster 0
37899,F,844.0,F,60.0,2,STNWG,4.136,0,0.0,42,Cluster 3
24310,M,836.0,D,85.4,2,SEDAN,2.167,0,0.0,84,Cluster 3
24845,M,,C,111.0,2,SEDAN,1.826,0,0.0,47,Cluster 3
49692,F,668.0,A,81.2,4,SEDAN,0.748,0,0.0,23,Cluster 0
20619,F,788.0,B,127.5,2,SEDAN,1.936,0,0.0,42,Cluster 3
24207,F,737.0,C,126.0,2,SEDAN,1.705,0,0.0,56,Cluster 3
40164,F,748.0,A,79.1,2,STNWG,2.486,0,0.0,65,Cluster 3
52353,F,408.0,B,125.5,4,SEDAN,1.045,1,1429.686033,50,Cluster 4
44328,F,588.0,C,142.5,4,HBACK,0.506,0,0.0,40,Cluster 0
17138,F,612.0,C,117.0,2,HBACK,1.914,0,0.0,31,Cluster 3
1537,M,836.0,A,99.7,3,SEDAN,1.507,1,519.3105489,74,Cluster 4
55373,M,620.0,D,41.6,3,TRUCK,2.926,2,13660.03392,27,Cluster 2
56478,M,581.0,A,67.8,3,SEDAN,1.034,0,0.0,86,Cluster 0
35310,F,644.0,A,89.4,1,HBACK,1.54,0,0.0,54,Cluster 3
6073,M,375.0,C,135.0,2,SEDAN,1.936,1,7705.404333,79,Cluster 4
52463,F,587.0,C,126.0,2,STNWG,3.696,0,0.0,37,Cluster 3
20409,F,728.0,C,,3,STNWG,2.904,0,0.0,44,Cluster 3
21602,M,678.0,C,90.0,4,SEDAN,0.572,0,0.0,52,Cluster 0
